Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,4.0,Manchester to Alicante. Have flown with many airlines but this was a first with easyJet. The cabin crew and service were fantastic and they were always smiling and friendly. The plane was very clean better than some more expensive airlines and I would definitely fly with them again. A nice start to my holiday.,nan,5.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,3.0,AMS-NCL-AMS. Both full flights but the job was very well done. Paid 170 for 2 incl. one bag which was almost half the price of KLM at almost the same departure times. Friendly crew - also at drop off no constant harassment with product selling like Ryanair on time performance and fair prices for drinks. EasyJet shows that low cost travel doesn't mean you want to be treated like cattle.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,BRS-PMI. Flight time of 2 hours 10 minutes very good cabin service good legroom excellent boarding process now that seats are allocated food fairly priced and was good.,nan,5.0,nan
nan,Economy Class,1.0,nan,1.0,nan,nan,no,nan,1.0,First the Easybus service was nightmare as we weren't able to get on the right bus as it was late and when it arrived my kids and I couldn't get on. When we got to the airport we were forced to pay £25 for luggage being 1 kg over weight. If that was British airways that would be fine. For the flight you have to pay for food which the prices are ridiculous and the food isn't that amazing. 1 year prior to this occasion my kids and I had to fly to Spain and unfortunately Easyjet messed up our booking and we had to miss a weeding! My advice is only go on Easyjet for a weekend out with your friends other than that better fly on British Airways or another airline.,nan,2.0,nan
nan,Economy Class,5.0,nan,4.0,nan,nan,yes,nan,5.0,LGW-RAK-LGW and as ever an excellent experience with a polished airline that some people still love to slate normally because they don't bother to read the T&C's of travel! Outbound on a clean A320 with great crew left on time and arrive 30 mins early. Coming home an A319 which left 10 mins late but still arrived 15 mins ahead of schedule. Allocated seating GREAT and crew again happy and attentive. I think easyJet are still way ahead of the game even compared to holy grail of BA! Reading other peoples negative reviews makes me laugh because they haven't read their terms and conditions of travel - that's hardly easyJets fault! Great airline great service and normally great crew - and always at a great price.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,BEG-MXP-BEG. First time flying with easyJet it was a really good experience. The easyJet-terminal 2 at MXP is a separate from the rest of the airport but with all the regular facilities. Travelled with hand luggage only. Both flights were full still the boarding was smooth and effective. Allocated seating was good as there is no rush experienced with other low costers did not pay extra to get the option to choose the seats yourself but it would be great if they offered at least a few seats per flight to choose from without extra charge like regular carriers. Legroom was ok for a budget airline . Italian crew were good only tried some snacks and wine price was ok. Quite cheap ticket so really good value for the money. Recommended.,nan,5.0,nan
nan,Economy Class,2.0,nan,nan,nan,nan,no,nan,3.0,They sold me 4 one-way flights instead of 2 flying out and 2 return between Rome and Basel. The 14th I flew out to Basel. On the 15th I showed up at Basel and they explained I had tickets to fly out of Rome again - without ever returning of course! No problem they allowed me to either change the two tickets for 289 euro or throw out the old ticket and buy two new for 279 E!,nan,1.0,nan
nan,Economy Class,1.0,nan,4.0,nan,nan,no,nan,4.0,Refused to check me in to my flight from Paris Orly to Nice because I arrived at the check-in desk 43 minutes before the flight. Forced me to buy a pair of new airline tickets at a cost of 150 euros on the next flight. I was in line for 13 minutes. At the next flight I made it through security in 8 minutes. They didn't start boarding until 18 minutes before departure. Forced my husband to pay 30 euros at check-in because his carryon was 1.8 cm taller than their published standard threatened to charge us 50 euros if we took it to the gate. My carryon passed at check-in and at the gate they tried to force me to check it for 50 euros because it would not fall all the way into the baggage sizer of its own force. First experience with EasyJet will be my last.,nan,nan,nan
nan,Economy Class,5.0,nan,nan,nan,nan,yes,nan,4.0,I travel regularly (once a month) ALC/LGW return and cannot fault Easyjet. Bag drop off at Gatwick is easy and quick cabin crew always friendly and helpful and the planes are clean. I like the fact that the hand luggage weight is unlimited. The only bugbear I have is that when booking a return flight and hold baggage is required one way only you have to call Easyjet to do this as the system is not able to book one-way hold baggage. As a regular traveller with Easyjet would also be nice if they offered some sort of frequent flyer reward (rather than offering Easyjet Plus for £149/year) on similar lines to the Vantage Club with Monarch.,nan,4.0,nan
nan,Economy Class,4.0,nan,2.0,nan,nan,no,nan,3.0,"LGW to Fuerteventura and back. Trip out: At check-in / bag drop there was a n long queue despite the so called bag drop being quicker. As far as I can see this online service is just a way for the airline to save costs and printer ink. Check in took just as long as other airlines despite having my pre-booked seats and pre-printed boarding passes. I had to pay £50 fee to ""check in"" 2 cases as it turns out I hadn't completed the process properly. Around 40 minutes to do this. Boarding was chaotic at LGW with speedy board passengers sitting all over the plane and creating congestion with the non speedy board passengers. 30 mins late on take off. Crew were fine and polite. Food was just ok (at an extra charge). On return flight their web site wouldn't let me check in the hold baggage so had to call customer services from Spain who told me as I hadn't booked direct with them it could only be changed by my travel company or by phone with them. Charged £28 to ""check in"" 2 hold bags. Return: Long wait at bag drop in Fuerteventura. Check in was quite slow and boarding was chaotic. Despite handing over my pre printed boarding pass I was issued with a new one at the bag drop which rather defeats the object of the so called online service. Cabin crew polite and efficient. Plane arrived on time. Total extra charges for trip amounted to around £118 for hold baggage and food. Not good in my opinion.",nan,2.0,nan
nan,Economy Class,3.0,nan,2.0,nan,nan,no,nan,2.0,London Luton to Bordeaux (Billi Terminal) 22 May 2013 13.00. Return Bordeaux (Billi Terminal) to London Luton 26 May 2013 16.10. I couldn't pre-book check-in baggage for the return flight only. When I arrived to the airport I was charged for £25/€30 to check in my bag. Even if the website doesn't allow you to pre-book your baggage on one flight if you book a round trip (£187 + £25) it would be better to book another airline. On an anther flight I had no food and beverages on board as the service was too slow so they couldn't save me before landing. I spent 1hr 20mins with no drinks.,nan,2.0,nan
nan,Economy Class,2.0,nan,1.0,nan,nan,no,nan,3.0,Have travelled on numerous occasions with Easyjet in the past. I hope I never have to travel with them again. Went to Amsterdam last Friday 24 May on 10.10 am flight. Had booked in one piece of luggage and we had a small trolley case. Check in staff told us to put case in size gauge. We had no worries as this piece of luggage was used in March to travel with easyjet to Geneva. We were wrong as the wheels were not fully in gauge and we had then to pay £25. We were angry and embarrassed re this. As we waited to be checked in not one other passenger was asked to even remove their luggage off trolley just us! Spoke to supervisor on site waste of time as expected. She just said she would ensure all staff were advised to check size of hand baggage. This didn't happen. Any way the case was classed as hand luggage on our return trip.,nan,3.0,nan
